id,different?,expected result,actual result,result_message different?,expected result_message (normalized),actual result_message (normalized),messages different?,expected messages (normalized),actual messages (normalized)
g10_certification-g10_smart_limited_app-smart_standalone_launch_stu2-smart_app_redirect_stu2,true,pass,,false,,,false,"! (info) ""Inferno redirecting browser to <REFERENCE_SERVER_URL>/oauth/authorization?response_type=code&client_id=SAMPLE_CONFIDENTIAL_CLIENT_ID&redirect_uri=<INFERNO_HOST>%2Fcustom%2Fsmart%2Fredirect&scope=launch%2Fpatient+openid+fhirUser+offline_access+patient%2FPatient.rs+patient%2FAllergyIntolerance.rs+patient%2FCarePlan.rs+patient%2FCareTeam.rs+patient%2FCondition.rs+patient%2FCoverage.rs+patient%2FDevice.rs+patient%2FDiagnosticReport.rs+patient%2FDocumentReference.rs+patient%2FEncounter.rs+patient%2FGoal.rs+patient%2FImmunization.rs+patient%2FLocation.rs+patient%2FMedication.rs+patient%2FMedicationDispense.rs+patient%2FMedicationRequest.rs+patient%2FObservation.rs+patient%2FOrganization.rs+patient%2FPractitioner.rs+patient%2FPractitionerRole.rs+patient%2FProcedure.rs+patient%2FProvenance.rs+patient%2FQuestionnaireResponse.rs+patient%2FRelatedPerson.rs+patient%2FServiceRequest.rs+patient%2FSpecimen.rs&state=<UUID>&aud=<REFERENCE_SERVER_URL>%2Fr4&code_challenge=<CODE_CHALLENGE>&code_challenge_method=S256.""",""
g10_certification-Group06-g10_smart_invalid_aud-smart_app_redirect_stu2,true,pass,,false,,,false,"! (info) ""Inferno redirecting browser to <REFERENCE_SERVER_URL>/oauth/authorization?response_type=code&client_id=SAMPLE_CONFIDENTIAL_CLIENT_ID&redirect_uri=<INFERNO_HOST>%2Fcustom%2Fsmart%2Fredirect&scope=launch%2Fpatient+openid+fhirUser+offline_access+patient%2FPatient.rs+patient%2FAllergyIntolerance.rs+patient%2FCarePlan.rs+patient%2FCareTeam.rs+patient%2FCondition.rs+patient%2FCoverage.rs+patient%2FDevice.rs+patient%2FDiagnosticReport.rs+patient%2FDocumentReference.rs+patient%2FEncounter.rs+patient%2FGoal.rs+patient%2FImmunization.rs+patient%2FLocation.rs+patient%2FMedication.rs+patient%2FMedicationDispense.rs+patient%2FMedicationRequest.rs+patient%2FObservation.rs+patient%2FOrganization.rs+patient%2FPractitioner.rs+patient%2FPractitionerRole.rs+patient%2FProcedure.rs+patient%2FProvenance.rs+patient%2FQuestionnaireResponse.rs+patient%2FRelatedPerson.rs+patient%2FServiceRequest.rs+patient%2FSpecimen.rs&state=<UUID>&aud=https%3A%2F%2Finferno.healthit.gov%2Finvalid_aud&code_challenge=<CODE_CHALLENGE>&code_challenge_method=S256.""",""
g10_certification-Group06-g10_smart_invalid_pkce_code_verifier_group-smart_blank_code_verifier_redirect,true,pass,,false,,,false,"! (info) ""Inferno redirecting browser to <REFERENCE_SERVER_URL>/oauth/authorization?response_type=code&client_id=SAMPLE_CONFIDENTIAL_CLIENT_ID&redirect_uri=<INFERNO_HOST>%2Fcustom%2Fsmart%2Fredirect&scope=launch%2Fpatient+openid+fhirUser+offline_access+patient%2FPatient.rs+patient%2FAllergyIntolerance.rs+patient%2FCarePlan.rs+patient%2FCareTeam.rs+patient%2FCondition.rs+patient%2FCoverage.rs+patient%2FDevice.rs+patient%2FDiagnosticReport.rs+patient%2FDocumentReference.rs+patient%2FEncounter.rs+patient%2FGoal.rs+patient%2FImmunization.rs+patient%2FLocation.rs+patient%2FMedication.rs+patient%2FMedicationDispense.rs+patient%2FMedicationRequest.rs+patient%2FObservation.rs+patient%2FOrganization.rs+patient%2FPractitioner.rs+patient%2FPractitionerRole.rs+patient%2FProcedure.rs+patient%2FProvenance.rs+patient%2FQuestionnaireResponse.rs+patient%2FRelatedPerson.rs+patient%2FServiceRequest.rs+patient%2FSpecimen.rs&state=<UUID>&aud=<REFERENCE_SERVER_URL>%2Fr4&code_challenge=<CODE_CHALLENGE>&code_challenge_method=S256.""",""
g10_certification-Group06-g10_smart_invalid_pkce_code_verifier_group-smart_plain_code_verifier_redirect,true,pass,,false,,,false,"! (info) ""Inferno redirecting browser to <REFERENCE_SERVER_URL>/oauth/authorization?response_type=code&client_id=SAMPLE_CONFIDENTIAL_CLIENT_ID&redirect_uri=<INFERNO_HOST>%2Fcustom%2Fsmart%2Fredirect&scope=launch%2Fpatient+openid+fhirUser+offline_access+patient%2FPatient.rs+patient%2FAllergyIntolerance.rs+patient%2FCarePlan.rs+patient%2FCareTeam.rs+patient%2FCondition.rs+patient%2FCoverage.rs+patient%2FDevice.rs+patient%2FDiagnosticReport.rs+patient%2FDocumentReference.rs+patient%2FEncounter.rs+patient%2FGoal.rs+patient%2FImmunization.rs+patient%2FLocation.rs+patient%2FMedication.rs+patient%2FMedicationDispense.rs+patient%2FMedicationRequest.rs+patient%2FObservation.rs+patient%2FOrganization.rs+patient%2FPractitioner.rs+patient%2FPractitionerRole.rs+patient%2FProcedure.rs+patient%2FProvenance.rs+patient%2FQuestionnaireResponse.rs+patient%2FRelatedPerson.rs+patient%2FServiceRequest.rs+patient%2FSpecimen.rs&state=<UUID>&aud=<REFERENCE_SERVER_URL>%2Fr4&code_challenge=<CODE_CHALLENGE>&code_challenge_method=S256.""",""
g10_certification-Group06-g10_token_introspection-smart_token_introspection_access_token_group-smart_standalone_launch_stu2-smart_app_redirect_stu2,true,pass,,false,,,false,"! (info) ""Inferno redirecting browser to <REFERENCE_SERVER_URL>/oauth/authorization?response_type=code&client_id=SAMPLE_CONFIDENTIAL_CLIENT_ID&redirect_uri=<INFERNO_HOST>%2Fcustom%2Fsmart%2Fredirect&scope=launch%2Fpatient+openid+fhirUser+offline_access+patient%2FPatient.rs+patient%2FAllergyIntolerance.rs+patient%2FCarePlan.rs+patient%2FCareTeam.rs+patient%2FCondition.rs+patient%2FCoverage.rs+patient%2FDevice.rs+patient%2FDiagnosticReport.rs+patient%2FDocumentReference.rs+patient%2FEncounter.rs+patient%2FGoal.rs+patient%2FImmunization.rs+patient%2FLocation.rs+patient%2FMedication.rs+patient%2FMedicationDispense.rs+patient%2FMedicationRequest.rs+patient%2FObservation.rs+patient%2FOrganization.rs+patient%2FPractitioner.rs+patient%2FPractitionerRole.rs+patient%2FProcedure.rs+patient%2FProvenance.rs+patient%2FQuestionnaireResponse.rs+patient%2FRelatedPerson.rs+patient%2FServiceRequest.rs+patient%2FSpecimen.rs&state=<UUID>&aud=<REFERENCE_SERVER_URL>%2Fr4&code_challenge=<CODE_CHALLENGE>&code_challenge_method=S256.""",""
g10_certification-Group06-g10_smart_v1_scopes-smart_standalone_launch_stu2-smart_app_redirect_stu2,true,pass,,false,,,false,"! (info) ""Inferno redirecting browser to <REFERENCE_SERVER_URL>/oauth/authorization?response_type=code&client_id=SAMPLE_CONFIDENTIAL_CLIENT_ID&redirect_uri=<INFERNO_HOST>%2Fcustom%2Fsmart%2Fredirect&scope=launch%2Fpatient+openid+fhirUser+offline_access+patient%2FMedication.read+patient%2FAllergyIntolerance.read+patient%2FCarePlan.read+patient%2FCareTeam.read+patient%2FCondition.read+patient%2FDevice.read+patient%2FDiagnosticReport.read+patient%2FDocumentReference.read+patient%2FEncounter.read+patient%2FGoal.read+patient%2FImmunization.read+patient%2FLocation.read+patient%2FMedicationRequest.read+patient%2FObservation.read+patient%2FOrganization.read+patient%2FPatient.read+patient%2FPractitioner.read+patient%2FProcedure.read+patient%2FProvenance.read+patient%2FPractitionerRole.read+patient%2FSpecimen.read+patient%2FCoverage.read+patient%2FMedicationDispense.read+patient%2FServiceRequest.read&state=<UUID>&aud=<REFERENCE_SERVER_URL>%2Fr4&code_challenge=<CODE_CHALLENGE>&code_challenge_method=S256.""",""
g10_certification-Group06-g10_public_standalone_launch_stu2-smart_app_redirect_stu2,true,pass,,false,,,false,"! (info) ""Inferno redirecting browser to <REFERENCE_SERVER_URL>/oauth/authorization?response_type=code&client_id=SAMPLE_PUBLIC_CLIENT_ID&redirect_uri=<INFERNO_HOST>%2Fcustom%2Fsmart%2Fredirect&scope=launch%2Fpatient+openid+fhirUser+offline_access+patient%2FPatient.rs+patient%2FAllergyIntolerance.rs+patient%2FCarePlan.rs+patient%2FCareTeam.rs+patient%2FCondition.rs+patient%2FDevice.rs+patient%2FDiagnosticReport.rs+patient%2FDocumentReference.rs+patient%2FEncounter.rs+patient%2FGoal.rs+patient%2FImmunization.rs+patient%2FLocation.rs+patient%2FMedia.rs+patient%2FMedication.rs+patient%2FMedicationRequest.rs+patient%2FObservation.rs+patient%2FOrganization.rs+patient%2FPractitioner.rs+patient%2FPractitionerRole.rs+patient%2FProcedure.rs+patient%2FProvenance.rs+patient%2FQuestionnaireResponse.rs+patient%2FRelatedPerson.rs+patient%2FServiceRequest.rs&state=<UUID>&aud=<REFERENCE_SERVER_URL>%2Fr4&code_challenge=<CODE_CHALLENGE>&code_challenge_method=S256.""",""
g10_certification-g10_smart_ehr_practitioner_app-smart_ehr_launch_stu2-smart_app_redirect_stu2,true,pass,,false,,,false,"! (info) ""Inferno redirecting browser to <INFERNO_HOST>/custom/smart_stu2/post_auth?response_type=code&client_id=SAMPLE_CONFIDENTIAL_CLIENT_ID&redirect_uri=<INFERNO_HOST>%2Fcustom%2Fsmart%2Fredirect&scope=launch+openid+fhirUser+offline_access+user%2FPatient.rs+user%2FAllergyIntolerance.rs+user%2FCarePlan.rs+user%2FCareTeam.rs+user%2FCondition.rs+user%2FCoverage.rs+user%2FDevice.rs+user%2FDiagnosticReport.rs+user%2FDocumentReference.rs+user%2FEncounter.rs+user%2FGoal.rs+user%2FImmunization.rs+user%2FLocation.rs+user%2FMedication.rs+user%2FMedicationDispense.rs+user%2FMedicationRequest.rs+user%2FObservation.rs+user%2FOrganization.rs+user%2FPractitioner.rs+user%2FPractitionerRole.rs+user%2FProcedure.rs+user%2FProvenance.rs+user%2FQuestionnaireResponse.rs+user%2FRelatedPerson.rs+user%2FServiceRequest.rs+user%2FSpecimen.rs&state=<UUID>&aud=<REFERENCE_SERVER_URL>%2Fr4&launch=85+<UUID>&code_challenge=<CODE_CHALLENGE>&code_challenge_method=S256&auth_url=<REFERENCE_SERVER_URL>%2Foauth%2Fauthorization.""",""
g10_certification-g10_smart_standalone_patient_app-smart_standalone_launch_stu2-smart_app_redirect_stu2,true,pass,wait,true,,"
### Standalone Patient App - Full Access

[Follow this link to authorize with the SMART server](<REFERENCE_SERVER_URL>/oauth/authorization?response_type=code&client_id=SAMPLE_CONFIDENTIAL_CLIENT_ID&redirect_uri=<INFERNO_HOST>%2Fcustom%2Fsmart%2Fredirect&scope=launch%2Fpatient+openid+fhirUser+offline_access+patient%2FPatient.rs+patient%2FAllergyIntolerance.rs+patient%2FCarePlan.rs+patient%2FCareTeam.rs+patient%2FCondition.rs+patient%2FCoverage.rs+patient%2FDevice.rs+patient%2FDiagnosticReport.rs+patient%2FDocumentReference.rs+patient%2FEncounter.rs+patient%2FGoal.rs+patient%2FImmunization.rs+patient%2FLocation.rs+patient%2FMedication.rs+patient%2FMedicationDispense.rs+patient%2FMedicationRequest.rs+patient%2FObservation.rs+patient%2FOrganization.rs+patient%2FPractitioner.rs+patient%2FPractitionerRole.rs+patient%2FProcedure.rs+patient%2FProvenance.rs+patient%2FQuestionnaireResponse.rs+patient%2FRelatedPerson.rs+patient%2FServiceRequest.rs+patient%2FSpecimen.rs&state=<UUID>&aud=<REFERENCE_SERVER_URL>%2Fr4&code_challenge=<CODE_CHALLENGE>&code_challenge_method=S256).

Tests will resume once Inferno receives a request at
`<INFERNO_HOST>/custom/smart/redirect` with a state of `<UUID>`.

",false,"- (info) ""Inferno redirecting browser to <REFERENCE_SERVER_URL>/oauth/authorization?response_type=code&client_id=SAMPLE_CONFIDENTIAL_CLIENT_ID&redirect_uri=<INFERNO_HOST>%2Fcustom%2Fsmart%2Fredirect&scope=launch%2Fpatient+openid+fhirUser+offline_access+patient%2FPatient.rs+patient%2FAllergyIntolerance.rs+patient%2FCarePlan.rs+patient%2FCareTeam.rs+patient%2FCondition.rs+patient%2FCoverage.rs+patient%2FDevice.rs+patient%2FDiagnosticReport.rs+patient%2FDocumentReference.rs+patient%2FEncounter.rs+patient%2FGoal.rs+patient%2FImmunization.rs+patient%2FLocation.rs+patient%2FMedication.rs+patient%2FMedicationDispense.rs+patient%2FMedicationRequest.rs+patient%2FObservation.rs+patient%2FOrganization.rs+patient%2FPractitioner.rs+patient%2FPractitionerRole.rs+patient%2FProcedure.rs+patient%2FProvenance.rs+patient%2FQuestionnaireResponse.rs+patient%2FRelatedPerson.rs+patient%2FServiceRequest.rs+patient%2FSpecimen.rs&state=<UUID>&aud=<REFERENCE_SERVER_URL>%2Fr4&code_challenge=<CODE_CHALLENGE>&code_challenge_method=S256.""","- (info) ""Inferno redirecting browser to <REFERENCE_SERVER_URL>/oauth/authorization?response_type=code&client_id=SAMPLE_CONFIDENTIAL_CLIENT_ID&redirect_uri=<INFERNO_HOST>%2Fcustom%2Fsmart%2Fredirect&scope=launch%2Fpatient+openid+fhirUser+offline_access+patient%2FPatient.rs+patient%2FAllergyIntolerance.rs+patient%2FCarePlan.rs+patient%2FCareTeam.rs+patient%2FCondition.rs+patient%2FCoverage.rs+patient%2FDevice.rs+patient%2FDiagnosticReport.rs+patient%2FDocumentReference.rs+patient%2FEncounter.rs+patient%2FGoal.rs+patient%2FImmunization.rs+patient%2FLocation.rs+patient%2FMedication.rs+patient%2FMedicationDispense.rs+patient%2FMedicationRequest.rs+patient%2FObservation.rs+patient%2FOrganization.rs+patient%2FPractitioner.rs+patient%2FPractitionerRole.rs+patient%2FProcedure.rs+patient%2FProvenance.rs+patient%2FQuestionnaireResponse.rs+patient%2FRelatedPerson.rs+patient%2FServiceRequest.rs+patient%2FSpecimen.rs&state=<UUID>&aud=<REFERENCE_SERVER_URL>%2Fr4&code_challenge=<CODE_CHALLENGE>&code_challenge_method=S256."""
g10_certification-Group06-g10_asymmetric_launch-smart_standalone_launch_stu2-smart_token_response_headers,true,pass,,false,,,false,"",""
g10_certification-g10_visual_inspection_and_attestations-Test07,true,pass,,false,,,false,"",""
g10_certification-g10_visual_inspection_and_attestations-Test09,true,pass,,false,,,false,"",""
g10_certification-g10_visual_inspection_and_attestations-Test13,true,pass,,false,,,false,"",""
g10_certification-g10_visual_inspection_and_attestations-g10_refresh_token_refresh_attestation,true,pass,,false,,,false,"",""
g10_certification-g10_smart_limited_app-g10_restricted_resource_type_access-g10_care_plan_restricted_access,true,pass,,false,,,false,"",""
g10_certification-g10_smart_limited_app-g10_restricted_resource_type_access-g10_care_team_restricted_access,true,pass,,false,,,false,"",""
g10_certification-g10_smart_limited_app-g10_restricted_resource_type_access-g10_device_restricted_access,true,pass,,false,,,false,"",""
g10_certification-g10_smart_limited_app-g10_restricted_resource_type_access-g10_diagnostic_report_restricted_access,true,pass,,false,,,false,"",""
g10_certification-g10_smart_limited_app-g10_restricted_resource_type_access-g10_immunization_restricted_access,true,pass,,false,,,false,"",""
g10_certification-g10_smart_limited_app-g10_restricted_resource_type_access-g10_procedure_restricted_access,true,pass,,false,,,false,"",""
g10_certification-g10_smart_standalone_patient_app-smart_openid_connect_stu2-smart_openid_token_payload,true,pass,,false,,,false,"",""
g10_certification-g10_smart_standalone_patient_app-g10_smart_standalone_token_refresh-g10_token_refresh_without_scopes,true,pass,,false,,,false,"",""
g10_certification-g10_smart_standalone_patient_app-g10_smart_standalone_token_refresh-g10_token_refresh_body_without_scopes,true,pass,,false,,,false,"",""
g10_certification-g10_smart_standalone_patient_app-g10_smart_standalone_token_refresh-g10_token_refresh_with_scopes,true,pass,,false,,,false,"",""
g10_certification-g10_smart_standalone_patient_app-g10_smart_standalone_token_refresh-g10_token_refresh_body_with_scopes,true,pass,,false,,,false,"",""
g10_certification-g10_smart_standalone_patient_app-g10_smart_standalone_token_refresh-g10_invalid_token_refresh,true,pass,,false,,,false,"",""
g10_certification-g10_smart_limited_app-g10_restricted_resource_type_access-g10_goal_restricted_access,true,pass,,false,,,false,"",""
g10_certification-g10_smart_standalone_patient_app-g10_unrestricted_resource_type_access-g10_immunization_unrestricted_access,true,pass,,false,Access expected to be granted and request properly returned 200,,false,"",""
g10_certification-g10_smart_standalone_patient_app-g10_unrestricted_resource_type_access-g10_medication_request_access,true,pass,,false,Access expected to be granted and request properly returned 200,,false,"",""
g10_certification-g10_smart_limited_app-g10_restricted_resource_type_access-g10_us_core_6_coverage_restricted_access,true,pass,,false,,,false,"",""
g10_certification-g10_smart_standalone_patient_app-g10_unrestricted_resource_type_access-g10_observation_unrestricted_access,true,pass,,false,Access expected to be granted and request properly returned 200,,false,"",""
g10_certification-g10_smart_standalone_patient_app-g10_unrestricted_resource_type_access-g10_allergy_intolerance_unrestricted_access,true,pass,,false,Access expected to be granted and request properly returned 200,,false,"",""
g10_certification-g10_smart_standalone_patient_app-g10_unrestricted_resource_type_access-g10_care_team_unrestricted_access,true,pass,,false,Access expected to be granted and request properly returned 200,,false,"",""
g10_certification-g10_smart_standalone_patient_app-g10_unrestricted_resource_type_access-g10_device_unrestricted_access,true,pass,,false,Access expected to be granted and request properly returned 200,,false,"",""
g10_certification-g10_smart_standalone_patient_app-g10_unrestricted_resource_type_access-g10_diagnostic_report_unrestricted_access,true,pass,,false,Access expected to be granted and request properly returned 200,,false,"",""
g10_certification-g10_smart_standalone_patient_app-g10_unrestricted_resource_type_access-g10_document_reference_unrestricted_access,true,pass,,false,Access expected to be granted and request properly returned 200,,false,"",""
g10_certification-g10_smart_standalone_patient_app-g10_unrestricted_resource_type_access-g10_goal_unrestricted_access,true,pass,,false,Access expected to be granted and request properly returned 200,,false,"",""
g10_certification-g10_smart_standalone_patient_app-smart_standalone_launch_stu2-smart_token_response_headers,true,pass,,false,,,false,"",""
g10_certification-g10_smart_standalone_patient_app-smart_standalone_launch_stu2-g10_unauthorized_access,true,pass,,false,,,false,"",""
g10_certification-g10_smart_standalone_patient_app-smart_openid_connect_stu2-smart_openid_retrieve_configuration,true,pass,,false,,,false,"",""
g10_certification-g10_smart_standalone_patient_app-smart_openid_connect_stu2-smart_openid_required_configuration_fields,true,pass,,false,,,false,"",""
g10_certification-g10_smart_standalone_patient_app-smart_openid_connect_stu2-smart_openid_token_header,true,pass,,false,,,false,"",""
g10_certification-g10_smart_standalone_patient_app-smart_standalone_launch_stu2,true,pass,wait,false,,,false,"",""
g10_certification-g10_smart_standalone_patient_app-smart_openid_connect_stu2-smart_openid_decode_id_token,true,pass,,false,,,false,"",""
g10_certification-g10_smart_standalone_patient_app-smart_openid_connect_stu2-smart_openid_retrieve_jwks,true,pass,,false,,,false,"",""
g10_certification-g10_smart_standalone_patient_app-smart_openid_connect_stu2-smart_openid_fhir_user_claim,true,pass,,false,,,false,"",""
g10_certification-g10_smart_standalone_patient_app-smart_openid_connect_stu2,true,pass,,false,,,false,"",""
g10_certification-g10_smart_standalone_patient_app-g10_smart_standalone_token_refresh-g10_patient_context,true,pass,,false,,,false,"",""
g10_certification-g10_smart_standalone_patient_app-g10_smart_standalone_token_refresh,true,pass,,false,,,false,"",""
g10_certification-g10_smart_standalone_patient_app-g10_unrestricted_resource_type_access-Test01,true,pass,,false,Scopes received indicate access to all necessary resources.,,false,"",""
g10_certification-g10_smart_standalone_patient_app-g10_unrestricted_resource_type_access-g10_patient_unrestricted_access,true,pass,,false,Access expected to be granted and request properly returned 200,,false,"",""
g10_certification-g10_smart_standalone_patient_app-g10_unrestricted_resource_type_access-g10_care_plan_unrestricted_access,true,pass,,false,Access expected to be granted and request properly returned 200,,false,"",""
g10_certification-g10_smart_standalone_patient_app-g10_unrestricted_resource_type_access-g10_condition_unrestricted_access,true,pass,,false,Access expected to be granted and request properly returned 200,,false,"",""
g10_certification-g10_smart_standalone_patient_app-g10_standalone_credentials_export,true,pass,,false,,,false,"",""
g10_certification-g10_smart_standalone_patient_app-g10_token_incorrectly_permitted_tls_versions_messages_setup,true,pass,,false,,,false,"",""
g10_certification-g10_smart_ehr_practitioner_app-smart_discovery_stu2-well_known_endpoint,true,pass,,false,,,false,"",""
g10_certification-g10_smart_ehr_practitioner_app-smart_discovery_stu2-well_known_capabilities_stu2,true,pass,,false,,,false,"",""
g10_certification-g10_smart_ehr_practitioner_app-smart_discovery_stu2-g10_smart_well_known_capabilities,true,pass,,false,,,false,"",""
g10_certification-g10_smart_ehr_practitioner_app-smart_openid_connect_stu2-smart_openid_retrieve_jwks,true,pass,,false,,,false,"",""
g10_certification-g10_smart_ehr_practitioner_app-smart_ehr_launch_stu2-smart_app_launch,true,pass,,false,,,false,"",""
g10_certification-g10_smart_ehr_practitioner_app-smart_ehr_launch_stu2-smart_token_response_headers,true,pass,,false,,,false,"",""
g10_certification-g10_smart_ehr_practitioner_app-smart_ehr_launch_stu2-g10_unauthorized_access,true,pass,,false,,,false,"",""
g10_certification-g10_smart_ehr_practitioner_app-smart_ehr_launch_stu2-g10_smart_need_patient_banner,true,pass,,false,,,false,"",""
g10_certification-g10_smart_ehr_practitioner_app-smart_openid_connect_stu2-smart_openid_decode_id_token,true,pass,,false,,,false,"",""
g10_certification-g10_smart_limited_app-smart_standalone_launch_stu2-standalone_auth_tls,true,pass,,false,,,false,"! (info) ""<REFERENCE_SERVER_URL>/oauth/authorization accepted TLS 1.2 connection.""
! (info) ""<REFERENCE_SERVER_URL>/oauth/authorization accepted TLS 1.3 connection.""
! (info) ""<REFERENCE_SERVER_URL>/oauth/authorization correctly denied SSL 2.0 connection as required.""
! (info) ""<REFERENCE_SERVER_URL>/oauth/authorization correctly denied SSL 3.0 connection as required.""
! (info) ""<REFERENCE_SERVER_URL>/oauth/authorization correctly denied TLS 1.0 connection as required.""
! (info) ""<REFERENCE_SERVER_URL>/oauth/authorization correctly denied TLS 1.1 connection as required.""",""
g10_certification-g10_smart_limited_app-smart_standalone_launch_stu2-standalone_token_tls,true,pass,,false,,,false,"! (info) ""<REFERENCE_SERVER_URL>/oauth/token accepted TLS 1.2 connection.""
! (info) ""<REFERENCE_SERVER_URL>/oauth/token accepted TLS 1.3 connection.""
! (info) ""<REFERENCE_SERVER_URL>/oauth/token correctly denied SSL 2.0 connection as required.""
! (info) ""<REFERENCE_SERVER_URL>/oauth/token correctly denied SSL 3.0 connection as required.""
! (info) ""<REFERENCE_SERVER_URL>/oauth/token correctly denied TLS 1.0 connection as required.""
! (info) ""<REFERENCE_SERVER_URL>/oauth/token correctly denied TLS 1.1 connection as required.""",""
g10_certification-g10_smart_limited_app-smart_standalone_launch_stu2-smart_code_received,true,pass,,false,,,false,"",""
g10_certification-g10_smart_limited_app-smart_standalone_launch_stu2-g10_patient_context,true,pass,,false,,,false,"",""
g10_certification-g10_smart_limited_app-smart_standalone_launch_stu2-g10_limited_scope_grant,true,pass,,false,"Resources to be denied: AllergyIntolerance, CarePlan, CareTeam, Device, DiagnosticReport, DocumentReference, Goal, Immunization, MedicationRequest, Procedure, Encounter, ServiceRequest, Specimen, Coverage, MedicationDispense",,false,"",""
g10_certification-g10_smart_limited_app-smart_standalone_launch_stu2,true,pass,,false,,,false,"",""
g10_certification-g10_smart_limited_app-g10_restricted_resource_type_access-g10_patient_restricted_access,true,pass,,false,Access expected to be granted and request properly returned 200,,false,"",""
g10_certification-g10_smart_limited_app-g10_restricted_resource_type_access-g10_allergy_intolerance_restricted_access,true,pass,,false,,,false,"",""
g10_certification-g10_smart_ehr_practitioner_app-smart_ehr_launch_stu2-g10_patient_context,true,pass,,false,,,false,"",""
g10_certification-g10_smart_ehr_practitioner_app-smart_ehr_launch_stu2-g10_encounter_context_us_core_6,true,pass,,false,,,false,"",""
g10_certification-g10_smart_ehr_practitioner_app-smart_ehr_launch_stu2-g10_smart_style_url,true,pass,,false,,,false,"",""
g10_certification-g10_smart_ehr_practitioner_app-smart_ehr_launch_stu2,true,pass,,false,,,false,"",""
g10_certification-g10_smart_ehr_practitioner_app-smart_openid_connect_stu2-smart_openid_retrieve_configuration,true,pass,,false,,,false,"",""
g10_certification-g10_smart_ehr_practitioner_app-smart_openid_connect_stu2-smart_openid_required_configuration_fields,true,pass,,false,,,false,"",""
g10_certification-g10_smart_ehr_practitioner_app-g10_smart_ehr_token_refresh-g10_token_refresh_with_scopes,true,pass,,false,,,false,"",""
g10_certification-g10_smart_ehr_practitioner_app-g10_smart_ehr_token_refresh-g10_invalid_token_refresh,true,pass,,false,,,false,"",""
g10_certification-g10_smart_ehr_practitioner_app-g10_ehr_credentials_export,true,pass,,false,,,false,"",""
g10_certification-g10_smart_ehr_practitioner_app-g10_token_incorrectly_permitted_tls_versions_messages_setup,true,pass,,false,,,false,"",""
g10_certification-g10_smart_ehr_practitioner_app-g10_smart_ehr_token_refresh-g10_patient_context,true,pass,,false,,,false,"",""
g10_certification-g10_smart_ehr_practitioner_app-g10_smart_ehr_token_refresh,true,pass,,false,,,false,"",""
g10_certification-g10_smart_ehr_practitioner_app-g10_auth_incorrectly_permitted_tls_versions_messages_setup,true,pass,,false,,,false,"",""
g10_certification-g10_smart_ehr_practitioner_app,true,pass,,false,,,false,"",""
g10_certification-multi_patient_api-bulk_data_authorization-smart_backend_services_invalid_grant_type,true,pass,,false,,,false,"",""
g10_certification-multi_patient_api-bulk_data_authorization-smart_backend_services_invalid_jwt,true,pass,,false,,,false,"",""
g10_certification-multi_patient_api-bulk_data_authorization-smart_backend_services_auth_response_body,true,pass,,false,,,false,"",""
g10_certification-multi_patient_api-g10_bulk_auth_tls_messages_setup,true,pass,,false,,,false,"",""
g10_certification-multi_patient_api-bulk_data_group_export-g10_bulk_data_server_tls_version,true,pass,,false,,,false,"! (info) ""<REFERENCE_SERVER_URL>/r4 accepted TLS 1.2 connection.""
! (info) ""<REFERENCE_SERVER_URL>/r4 accepted TLS 1.3 connection.""
! (info) ""<REFERENCE_SERVER_URL>/r4 correctly denied SSL 2.0 connection as required.""
! (info) ""<REFERENCE_SERVER_URL>/r4 correctly denied SSL 3.0 connection as required.""
! (info) ""<REFERENCE_SERVER_URL>/r4 correctly denied TLS 1.0 connection as required.""
! (info) ""<REFERENCE_SERVER_URL>/r4 correctly denied TLS 1.1 connection as required.""",""
g10_certification-g10_single_patient_us_core_6_api-us_core_v610_capability_statement-standalone_auth_tls,true,pass,,false,,,false,"! (info) ""<REFERENCE_SERVER_URL>/r4 accepted TLS 1.2 connection.""
! (info) ""<REFERENCE_SERVER_URL>/r4 accepted TLS 1.3 connection.""
! (info) ""<REFERENCE_SERVER_URL>/r4 correctly denied SSL 2.0 connection as required.""
! (info) ""<REFERENCE_SERVER_URL>/r4 correctly denied SSL 3.0 connection as required.""
! (info) ""<REFERENCE_SERVER_URL>/r4 correctly denied TLS 1.0 connection as required.""
! (info) ""<REFERENCE_SERVER_URL>/r4 correctly denied TLS 1.1 connection as required.""",""
g10_certification-g10_single_patient_us_core_6_api-us_core_v610_capability_statement-us_core_json_support,true,pass,,false,,,false,"",""
g10_certification-g10_single_patient_us_core_6_api-us_core_v610_capability_statement-us_core_profile_support,true,pass,,false,,,false,"",""
g10_certification-g10_single_patient_us_core_6_api-us_core_v610_capability_statement-us_core_instantiate,true,pass,,false,,,false,"",""
g10_certification-g10_single_patient_us_core_6_api-us_core_v610_patient-us_core_v610_patient__id_search_test,true,pass,,false,,,false,"",""
g10_certification-g10_single_patient_us_core_6_api-us_core_v610_patient-us_core_v610_patient_gender_name_search_test,true,pass,,false,,,false,"",""
g10_certification-g10_single_patient_us_core_6_api-us_core_v610_patient-us_core_v610_patient_provenance_revinclude_search_test,true,pass,,false,,,false,"",""
g10_certification-g10_single_patient_us_core_6_api-us_core_v610_patient-us_core_v610_patient_must_support_test,true,pass,,false,,,false,"",""
g10_certification-g10_single_patient_us_core_6_api-us_core_v610_patient-us_core_v610_patient_birthdate_name_search_test,true,pass,,false,,,false,"",""
